lead_time,portuguese
112,Non Portuguese
105,Portuguese
109,Portuguese
40,Portuguese
75,Portuguese
144,Portuguese
248,Non Portuguese
0,Portuguese
302,Portuguese
302,Portuguese
302,Portuguese
61,Portuguese
12,Portuguese
47,Portuguese
11,Portuguese
117,Non Portuguese
160,Non Portuguese
175,Non Portuguese
71,Non Portuguese
344,Portuguese
12,Portuguese
382,Non Portuguese
0,Portuguese
0,Non Portuguese
28,Portuguese
58,Non Portuguese
0,Portuguese
20,Portuguese
48,Non Portuguese
2,Portuguese
0,Portuguese
137,Portuguese
1,Portuguese
130,Non Portuguese
130,Non Portuguese
118,Non Portuguese
146,Non Portuguese
159,Portuguese
78,Portuguese
159,Portuguese
49,Non Portuguese
1,Non Portuguese
31,Non Portuguese
114,Portuguese
170,Non Portuguese
27,Portuguese
166,Portuguese
114,Portuguese
114,Portuguese
108,Non Portuguese
82,Non Portuguese
113,Non Portuguese
94,Portuguese
0,Non Portuguese
12,Portuguese
132,Portuguese
12,Non Portuguese
56,Portuguese
140,Non Portuguese
147,Portuguese
140,Non Portuguese
97,Non Portuguese
160,Non Portuguese
91,Non Portuguese
111,Non Portuguese
80,Portuguese
114,Portuguese
90,Non Portuguese
338,Non Portuguese
167,Non Portuguese
2,Non Portuguese
0,Non Portuguese
73,Non Portuguese
0,Non Portuguese
63,Non Portuguese
3,Non Portuguese
8,Portuguese
1,Non Portuguese
70,Non Portuguese
4,Portuguese
157,Non Portuguese
1,Non Portuguese
1,Portuguese
8,Non Portuguese
102,Non Portuguese
310,Portuguese
11,Non Portuguese
148,Portuguese
165,Non Portuguese
101,Portuguese
101,Portuguese
9,Non Portuguese
172,Portuguese
171,Portuguese
143,Non Portuguese
145,Portuguese
121,Portuguese
0,Non Portuguese
96,Portuguese
136,Non Portuguese
2,Non Portuguese
170,Non Portuguese
149,Non Portuguese
0,Non Portuguese
127,Portuguese
149,Portuguese
19,Non Portuguese
12,Portuguese
178,Portuguese
12,Non Portuguese
178,Portuguese
26,Portuguese
2,Portuguese
10,Portuguese
120,Portuguese
123,Non Portuguese
137,Non Portuguese
104,Non Portuguese
172,Non Portuguese
305,Non Portuguese
83,Portuguese
173,Non Portuguese
94,Portuguese
118,Non Portuguese
156,Non Portuguese
21,Non Portuguese
17,Portuguese
128,Portuguese
34,Portuguese
19,Portuguese
108,Portuguese
25,Portuguese
107,Non Portuguese
11,Non Portuguese
94,Portuguese
83,Non Portuguese
84,Non Portuguese
135,Non Portuguese
11,Non Portuguese
5,Portuguese
105,Portuguese
99,Non Portuguese
81,Portuguese
152,Non Portuguese
103,Portuguese
96,Portuguese
81,Portuguese
124,Non Portuguese
354,Portuguese
116,Portuguese
119,Non Portuguese
1,Non Portuguese
0,Non Portuguese
5,Non Portuguese
0,Non Portuguese
46,Non Portuguese
0,Portuguese
0,Portuguese
0,Non Portuguese
6,Portuguese
44,Non Portuguese
42,Non Portuguese
64,Portuguese
65,Portuguese
93,Non Portuguese
72,Non Portuguese
42,Portuguese
65,Portuguese
121,Portuguese
104,Non Portuguese
1,Non Portuguese
56,Non Portuguese
114,Non Portuguese
85,Non Portuguese
65,Portuguese
85,Non Portuguese
95,Portuguese
97,Portuguese
97,Portuguese
6,Non Portuguese
78,Non Portuguese
50,Non Portuguese
0,Portuguese
105,Portuguese
110,Non Portuguese
110,Non Portuguese
110,Non Portuguese
110,Non Portuguese
110,Non Portuguese
138,Non Portuguese
89,Portuguese
62,Portuguese
110,Non Portuguese
110,Non Portuguese
76,Portuguese
87,Non Portuguese
35,Portuguese
104,Non Portuguese
66,Non Portuguese
34,Non Portuguese
131,Non Portuguese
167,Non Portuguese
7,Portuguese
7,Portuguese
71,Non Portuguese
101,Portuguese
48,Non Portuguese
99,Non Portuguese
102,Portuguese
32,Portuguese
71,Non Portuguese
102,Portuguese
127,Non Portuguese
119,Non Portuguese
77,Portuguese
79,Non Portuguese
4,Non Portuguese
65,Portuguese
61,Non Portuguese
36,Portuguese
124,Portuguese
33,Non Portuguese
68,Portuguese
99,Portuguese
99,Non Portuguese
85,Non Portuguese
110,Non Portuguese
75,Non Portuguese
33,Non Portuguese
65,Portuguese
35,Non Portuguese
87,Non Portuguese
128,Non Portuguese
87,Non Portuguese
92,Portuguese
114,Portuguese
65,Non Portuguese
106,Portuguese
83,Non Portuguese
158,Portuguese
86,Non Portuguese
103,Non Portuguese
158,Portuguese
125,Non Portuguese
4,Portuguese
131,Non Portuguese
125,Non Portuguese
93,Non Portuguese
185,Portuguese
34,Portuguese
12,Portuguese
130,Portuguese
185,Portuguese
185,Portuguese
33,Portuguese
185,Portuguese
121,Portuguese
58,Portuguese
185,Non Portuguese
128,Non Portuguese
111,Non Portuguese
73,Portuguese
61,Portuguese
94,Non Portuguese
96,Non Portuguese
109,Non Portuguese
65,Non Portuguese
124,Non Portuguese
84,Non Portuguese
95,Non Portuguese
90,Non Portuguese
90,Non Portuguese
112,Portuguese
130,Non Portuguese
78,Non Portuguese
36,Portuguese
159,Portuguese
75,Portuguese
158,Non Portuguese
108,Non Portuguese
158,Non Portuguese
70,Non Portuguese
1,Non Portuguese
76,Non Portuguese
183,Non Portuguese
21,Non Portuguese
21,Portuguese
21,Non Portuguese
21,Portuguese
21,Portuguese
34,Non Portuguese
119,Non Portuguese
8,Non Portuguese
68,Portuguese
68,Portuguese
137,Non Portuguese
154,Non Portuguese
76,Non Portuguese
21,Portuguese
71,Non Portuguese
36,Non Portuguese
64,Non Portuguese
29,Portuguese
76,Non Portuguese
76,Portuguese
75,Non Portuguese
115,Non Portuguese
84,Non Portuguese
77,Non Portuguese
7,Portuguese
0,Portuguese
16,Portuguese
2,Portuguese
16,Portuguese
0,Non Portuguese
9,Non Portuguese
8,Non Portuguese
109,Portuguese
9,Portuguese
8,Non Portuguese
60,Portuguese
79,Non Portuguese
79,Non Portuguese
67,Portuguese
74,Portuguese
119,Non Portuguese
51,Non Portuguese
106,Non Portuguese
119,Non Portuguese
74,Portuguese
39,Portuguese
1,Non Portuguese
37,Portuguese
37,Portuguese
10,Non Portuguese
75,Portuguese
59,Portuguese
61,Portuguese
61,Portuguese
61,Portuguese
44,Non Portuguese
47,Non Portuguese
64,Non Portuguese
98,Portuguese
136,Non Portuguese
116,Non Portuguese
54,Portuguese
41,Non Portuguese
11,Non Portuguese
32,Non Portuguese
73,Portuguese
53,Non Portuguese
100,Non Portuguese
73,Non Portuguese
177,Non Portuguese
51,Non Portuguese
81,Portuguese
47,Non Portuguese
81,Portuguese
163,Non Portuguese
59,Non Portuguese
55,Portuguese
97,Non Portuguese
85,Non Portuguese
177,Non Portuguese
0,Non Portuguese
0,Non Portuguese
80,Portuguese
77,Portuguese
69,Non Portuguese
80,Portuguese
77,Portuguese
56,Non Portuguese
77,Portuguese
80,Portuguese
80,Portuguese
98,Portuguese
56,Portuguese
60,Non Portuguese
77,Non Portuguese
53,Non Portuguese
72,Non Portuguese
119,Portuguese
164,Non Portuguese
64,Portuguese
89,Portuguese
57,Portuguese
54,Non Portuguese
172,Non Portuguese
60,Non Portuguese
13,Portuguese
165,Non Portuguese
57,Portuguese
55,Non Portuguese
76,Portuguese
81,Non Portuguese
76,Portuguese
96,Non Portuguese
61,Non Portuguese
19,Portuguese
50,Portuguese
0,Non Portuguese
2,Portuguese
2,Non Portuguese
2,Non Portuguese
55,Non Portuguese
56,Non Portuguese
2,Non Portuguese
2,Non Portuguese
55,Non Portuguese
55,Non Portuguese
55,Portuguese
2,Portuguese
54,Portuguese
142,Portuguese
51,Portuguese
49,Non Portuguese
93,Non Portuguese
48,Non Portuguese
68,Portuguese
92,Non Portuguese
97,Non Portuguese
48,Portuguese
58,Non Portuguese
70,Portuguese
41,Non Portuguese
0,Non Portuguese
63,Portuguese
44,Portuguese
19,Non Portuguese
57,Non Portuguese
24,Non Portuguese
22,Non Portuguese
51,Non Portuguese
23,Non Portuguese
79,Non Portuguese
48,Non Portuguese
51,Portuguese
78,Non Portuguese
24,Non Portuguese
45,Non Portuguese
24,Portuguese
44,Non Portuguese
78,Non Portuguese
45,Non Portuguese
115,Non Portuguese
50,Non Portuguese
45,Non Portuguese
103,Portuguese
145,Non Portuguese
113,Non Portuguese
102,Portuguese
113,Non Portuguese
29,Portuguese
115,Portuguese
73,Non Portuguese
115,Non Portuguese
115,Non Portuguese
20,Non Portuguese
56,Non Portuguese
50,Non Portuguese
20,Non Portuguese
53,Non Portuguese
46,Non Portuguese
23,Portuguese
63,Non Portuguese
200,Non Portuguese
56,Non Portuguese
49,Non Portuguese
56,Non Portuguese
0,Non Portuguese
87,Portuguese
87,Portuguese
87,Portuguese
87,Portuguese
114,Non Portuguese
1,Non Portuguese
5,Portuguese
1,Portuguese
87,Portuguese
87,Portuguese
4,Portuguese
4,Portuguese
192,Non Portuguese
192,Non Portuguese
192,Non Portuguese
39,Non Portuguese
25,Non Portuguese
192,Portuguese
192,Non Portuguese
53,Non Portuguese
21,Portuguese
19,Non Portuguese
10,Non Portuguese
61,Portuguese
72,Portuguese
70,Non Portuguese
46,Portuguese
38,Non Portuguese
53,Non Portuguese
51,Non Portuguese
124,Non Portuguese
25,Non Portuguese
49,Portuguese
53,Non Portuguese
14,Non Portuguese
163,Non Portuguese
2,Non Portuguese
1,Portuguese
0,Non Portuguese
0,Non Portuguese
34,Portuguese
34,Portuguese
81,Non Portuguese
26,Non Portuguese
75,Non Portuguese
54,Non Portuguese
170,Non Portuguese
170,Non Portuguese
170,Non Portuguese
170,Non Portuguese
170,Non Portuguese
170,Non Portuguese
170,Non Portuguese
170,Non Portuguese
170,Non Portuguese
170,Non Portuguese
170,Non Portuguese
170,Non Portuguese
69,Non Portuguese
69,Non Portuguese
38,Portuguese
90,Portuguese
111,Non Portuguese
18,Non Portuguese
7,Non Portuguese
1,Non Portuguese
69,Non Portuguese
7,Portuguese
10,Portuguese
55,Non Portuguese
10,Portuguese
52,Portuguese
14,Non Portuguese
17,Non Portuguese
74,Portuguese
74,Portuguese
74,Portuguese
74,Portuguese
207,Non Portuguese
102,Portuguese
1,Portuguese
1,Portuguese
1,Portuguese
43,Portuguese
70,Non Portuguese
0,Non Portuguese
91,Portuguese
1,Portuguese
43,Non Portuguese
3,Portuguese
31,Non Portuguese
87,Non Portuguese
84,Non Portuguese
123,Non Portuguese
4,Portuguese
13,Portuguese
4,Portuguese
4,Portuguese
4,Portuguese
33,Non Portuguese
21,Non Portuguese
2,Portuguese
6,Portuguese
78,Portuguese
21,Non Portuguese
175,Non Portuguese
158,Non Portuguese
11,Non Portuguese
158,Non Portuguese
16,Portuguese
174,Portuguese
174,Non Portuguese
21,Portuguese
13,Non Portuguese
3,Portuguese
3,Portuguese
22,Portuguese
3,Portuguese
33,Portuguese
3,Non Portuguese
44,Portuguese
77,Portuguese
10,Non Portuguese
44,Portuguese
76,Portuguese
71,Portuguese
9,Portuguese
33,Portuguese
3,Non Portuguese
77,Portuguese
59,Portuguese
77,Portuguese
77,Portuguese
3,Portuguese
71,Portuguese
29,Non Portuguese
10,Non Portuguese
22,Non Portuguese
132,Non Portuguese
10,Non Portuguese
94,Non Portuguese
94,Portuguese
128,Non Portuguese
1,Portuguese
16,Portuguese
1,Portuguese
134,Portuguese
77,Portuguese
77,Portuguese
34,Portuguese
4,Non Portuguese
78,Portuguese
77,Portuguese
77,Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
63,Non Portuguese
78,Non Portuguese
78,Non Portuguese
8,Non Portuguese
4,Non Portuguese
77,Portuguese
67,Portuguese
21,Non Portuguese
13,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
63,Non Portuguese
9,Non Portuguese
3,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
63,Non Portuguese
14,Non Portuguese
8,Non Portuguese
25,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
78,Non Portuguese
22,Portuguese
0,Non Portuguese
22,Portuguese
10,Non Portuguese
4,Non Portuguese
7,Non Portuguese
350,Non Portuguese
2,Portuguese
11,Portuguese
11,Portuguese
5,Non Portuguese
35,Portuguese
12,Non Portuguese
4,Non Portuguese
5,Non Portuguese
12,Non Portuguese
21,Portuguese
11,Non Portuguese
4,Non Portuguese
5,Non Portuguese
19,Non Portuguese
5,Non Portuguese
4,Non Portuguese
4,Non Portuguese
5,Non Portuguese
12,Non Portuguese
16,Non Portuguese
21,Portuguese
0,Non Portuguese
143,Portuguese
143,Portuguese
143,Portuguese
143,Portuguese
143,Portuguese
143,Portuguese
143,Portuguese
143,Portuguese
143,Portuguese
143,Portuguese
368,Portuguese
143,Portuguese
143,Portuguese
143,Portuguese
143,Portuguese
78,Non Portuguese
78,Non Portuguese
2,Non Portuguese
2,Non Portuguese
2,Non Portuguese
39,Portuguese
46,Portuguese
0,Non Portuguese
9,Portuguese
6,Portuguese
5,Portuguese
2,Portuguese
1,Non Portuguese
99,Portuguese
1,Non Portuguese
87,Portuguese
12,Portuguese
41,Non Portuguese
102,Portuguese
87,Portuguese
83,Non Portuguese
13,Non Portuguese
5,Non Portuguese
5,Portuguese
13,Portuguese
13,Portuguese
20,Portuguese
0,Portuguese
2,Non Portuguese
4,Portuguese
6,Non Portuguese
283,Non Portuguese
19,Non Portuguese
1,Portuguese
1,Non Portuguese
0,Portuguese
17,Non Portuguese
0,Portuguese
0,Portuguese
21,Portuguese
56,Non Portuguese
73,Non Portuguese
32,Non Portuguese
1,Portuguese
2,Non Portuguese
0,Portuguese
1,Non Portuguese
0,Non Portuguese
2,Non Portuguese
106,Non Portuguese
7,Non Portuguese
27,Non Portuguese
150,Non Portuguese
0,Non Portuguese
8,Portuguese
8,Non Portuguese
130,Non Portuguese
88,Non Portuguese
88,Non Portuguese
0,Portuguese
25,Non Portuguese
2,Portuguese
9,Portuguese
136,Non Portuguese
95,Portuguese
50,Non Portuguese
9,Non Portuguese
37,Portuguese
37,Portuguese
73,Portuguese
17,Non Portuguese
74,Non Portuguese
92,Portuguese
47,Non Portuguese
41,Non Portuguese
72,Portuguese
82,Portuguese
86,Non Portuguese
68,Non Portuguese
80,Non Portuguese
119,Portuguese
119,Portuguese
5,Portuguese
0,Non Portuguese
7,Portuguese
7,Portuguese
0,Portuguese
7,Portuguese
10,Non Portuguese
34,Non Portuguese
10,Non Portuguese
73,Non Portuguese
47,Non Portuguese
47,Non Portuguese
47,Non Portuguese
5,Non Portuguese
47,Non Portuguese
47,Non Portuguese
47,Non Portuguese
47,Non Portuguese
47,Non Portuguese
33,Portuguese
47,Non Portuguese
47,Non Portuguese
47,Non Portuguese
47,Non Portuguese
47,Non Portuguese
47,Non Portuguese
47,Non Portuguese
47,Non Portuguese
47,Non Portuguese
124,Non Portuguese
47,Non Portuguese
47,Non Portuguese
47,Portuguese
3,Non Portuguese
47,Non Portuguese
86,Non Portuguese
69,Non Portuguese
75,Non Portuguese
118,Non Portuguese
125,Portuguese
60,Non Portuguese
0,Non Portuguese
0,Non Portuguese
0,Portuguese
99,Non Portuguese
12,Non Portuguese
75,Non Portuguese
22,Non Portuguese
106,Portuguese
40,Non Portuguese
108,Non Portuguese
75,Non Portuguese
75,Non Portuguese
197,Portuguese
1,Portuguese
19,Portuguese
92,Portuguese
19,Non Portuguese
28,Non Portuguese
19,Portuguese
83,Portuguese
40,Non Portuguese
83,Portuguese
54,Non Portuguese
86,Non Portuguese
145,Portuguese
120,Portuguese
118,Portuguese
107,Portuguese
34,Non Portuguese
48,Non Portuguese
92,Non Portuguese
160,Non Portuguese
21,Non Portuguese
107,Portuguese
21,Non Portuguese
30,Portuguese
92,Non Portuguese
24,Non Portuguese
36,Non Portuguese
24,Non Portuguese
47,Non Portuguese
21,Non Portuguese
21,Non Portuguese
0,Non Portuguese
3,Portuguese
133,Non Portuguese
122,Portuguese
122,Non Portuguese
92,Non Portuguese
64,Portuguese
120,Non Portuguese
122,Non Portuguese
122,Non Portuguese
122,Non Portuguese
122,Non Portuguese
19,Non Portuguese
24,Non Portuguese
21,Non Portuguese
21,Non Portuguese
52,Non Portuguese
61,Non Portuguese
24,Non Portuguese
24,Non Portuguese
24,Non Portuguese
29,Portuguese
22,Portuguese
24,Non Portuguese
29,Portuguese
4,Portuguese
10,Non Portuguese
0,Portuguese
1,Portuguese
30,Portuguese
29,Portuguese
29,Non Portuguese
0,Portuguese
3,Portuguese
29,Portuguese
0,Portuguese
93,Non Portuguese
39,Non Portuguese
93,Non Portuguese
119,Non Portuguese
119,Non Portuguese
73,Non Portuguese
51,Non Portuguese
165,Portuguese
165,Portuguese
27,Non Portuguese
165,Portuguese
165,Portuguese
52,Portuguese
22,Non Portuguese
72,Non Portuguese
23,Non Portuguese
13,Portuguese
39,Non Portuguese
163,Non Portuguese
30,Portuguese
7,Portuguese
11,Non Portuguese
111,Portuguese
0,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
53,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
53,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
99,Portuguese
3,Non Portuguese
4,Portuguese
9,Portuguese
9,Portuguese
4,Portuguese
50,Non Portuguese
5,Non Portuguese
98,Non Portuguese
110,Portuguese
96,Non Portuguese
40,Portuguese
40,Portuguese
50,Non Portuguese
120,Non Portuguese
9,Non Portuguese
28,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
148,Portuguese
1,Portuguese
16,Portuguese
115,Non Portuguese
62,Non Portuguese
68,Non Portuguese
62,Non Portuguese
9,Non Portuguese
1,Portuguese
51,Portuguese
25,Portuguese
60,Non Portuguese
27,Portuguese
24,Non Portuguese
114,Portuguese
114,Portuguese
114,Portuguese
114,Portuguese
114,Portuguese
3,Portuguese
0,Portuguese
0,Non Portuguese
0,Portuguese
0,Portuguese
0,Portuguese
3,Non Portuguese
10,Non Portuguese
0,Non Portuguese
0,Non Portuguese
10,Non Portuguese
1,Portuguese
34,Non Portuguese
42,Non Portuguese
3,Non Portuguese
61,Portuguese
0,Portuguese
2,Portuguese
19,Portuguese
0,Portuguese
49,Non Portuguese
49,Non Portuguese
49,Non Portuguese
49,Non Portuguese
0,Non Portuguese
2,Portuguese
1,Portuguese
1,Portuguese
2,Non Portuguese
2,Portuguese
3,Portuguese
7,Portuguese
3,Portuguese
2,Portuguese
3,Portuguese
153,Portuguese
153,Portuguese
63,Portuguese
153,Portuguese
1,Portuguese
2,Non Portuguese
16,Portuguese
1,Portuguese
154,Portuguese
154,Portuguese
25,Non Portuguese
3,Portuguese
154,Portuguese
13,Portuguese
6,Non Portuguese
3,Portuguese
3,Portuguese
4,Non Portuguese
11,Non Portuguese
11,Non Portuguese
154,Portuguese
4,Portuguese
45,Non Portuguese
11,Non Portuguese
7,Non Portuguese
85,Non Portuguese
4,Non Portuguese
12,Portuguese
5,Portuguese
155,Portuguese
155,Portuguese
155,Non Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
4,Portuguese
4,Portuguese
0,Non Portuguese
3,Portuguese
8,Portuguese
0,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
1,Non Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
4,Portuguese
3,Portuguese
4,Portuguese
3,Portuguese
54,Non Portuguese
3,Portuguese
1,Portuguese
0,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
0,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
155,Portuguese
1,Portuguese
2,Portuguese
74,Portuguese
2,Non Portuguese
11,Portuguese
12,Portuguese
155,Portuguese
0,Non Portuguese
155,Portuguese
0,Non Portuguese
75,Portuguese
128,Portuguese
128,Portuguese
51,Portuguese
25,Portuguese
81,Portuguese
39,Non Portuguese
58,Portuguese
5,Non Portuguese
33,Portuguese
1,Portuguese
4,Portuguese
5,Non Portuguese
1,Non Portuguese
33,Portuguese
76,Non Portuguese
171,Portuguese
146,Non Portuguese
83,Non Portuguese
39,Non Portuguese
24,Non Portuguese
1,Non Portuguese
0,Non Portuguese
20,Non Portuguese
20,Non Portuguese
21,Non Portuguese
31,Portuguese
31,Portuguese
31,Portuguese
31,Portuguese
31,Portuguese
31,Portuguese
31,Portuguese
5,Non Portuguese
5,Non Portuguese
0,Portuguese
0,Portuguese
7,Portuguese
0,Portuguese
6,Portuguese
24,Non Portuguese
6,Portuguese
26,Portuguese
3,Non Portuguese
26,Portuguese
49,Portuguese
25,Non Portuguese
26,Portuguese
6,Non Portuguese
8,Non Portuguese
24,Portuguese
24,Non Portuguese
24,Non Portuguese
24,Non Portuguese
24,Non Portuguese
24,Non Portuguese
24,Non Portuguese
24,Non Portuguese
1,Portuguese
2,Portuguese
2,Portuguese
0,Portuguese
50,Portuguese
25,Portuguese
25,Portuguese
33,Portuguese
0,Portuguese
0,Portuguese
0,Portuguese
28,Non Portuguese
28,Non Portuguese
34,Portuguese
65,Non Portuguese
34,Portuguese
11,Non Portuguese
1,Portuguese
4,Non Portuguese
0,Portuguese
15,Non Portuguese
0,Non Portuguese
38,Non Portuguese
0,Non Portuguese
91,Non Portuguese
123,Portuguese
123,Portuguese
27,Non Portuguese
35,Non Portuguese
35,Non Portuguese
35,Non Portuguese
35,Non Portuguese
27,Non Portuguese
35,Non Portuguese
0,Portuguese
25,Portuguese
18,Portuguese
30,Portuguese
0,Non Portuguese
19,Portuguese
30,Portuguese
4,Portuguese
0,Non Portuguese
4,Non Portuguese
18,Non Portuguese
18,Non Portuguese
51,Non Portuguese
54,Non Portuguese
36,Portuguese
36,Portuguese
36,Portuguese
241,Portuguese
36,Non Portuguese
172,Portuguese
171,Non Portuguese
36,Portuguese
36,Non Portuguese
36,Portuguese
36,Portuguese
36,Non Portuguese
